Region/Country/Area,,Year,Series,Value
180,Dem. Rep. of the Congo,2005,Sex ratio (males per 100 females),98.7583
180,Dem. Rep. of the Congo,2005,Population aged 0 to 14 years old (percentage),45.7829
180,Dem. Rep. of the Congo,2005,Population aged 60+ years old (percentage),4.7276
180,Dem. Rep. of the Congo,2005,Population density,24.1662
180,Dem. Rep. of the Congo,2010,Population mid-year estimates (millions),64.5639
180,Dem. Rep. of the Congo,2010,Population mid-year estimates for males (millions),32.1416
180,Dem. Rep. of the Congo,2010,Population mid-year estimates for females (millions),32.4222
180,Dem. Rep. of the Congo,2010,Sex ratio (males per 100 females),99.1345
180,Dem. Rep. of the Congo,2010,Population aged 0 to 14 years old (percentage),46.1406
180,Dem. Rep. of the Congo,2010,Population aged 60+ years old (percentage),4.7197
180,Dem. Rep. of the Congo,2010,Population density,28.4792
180,Dem. Rep. of the Congo,2017,Population mid-year estimates (millions),81.3988
180,Dem. Rep. of the Congo,2017,Population mid-year estimates for males (millions),40.6109
180,Dem. Rep. of the Congo,2017,Population mid-year estimates for females (millions),40.7879
180,Dem. Rep. of the Congo,2017,Sex ratio (males per 100 females),99.566
180,Dem. Rep. of the Congo,2017,Population aged 0 to 14 years old (percentage),46.2835
180,Dem. Rep. of the Congo,2017,Population aged 60+ years old (percentage),4.6537
180,Dem. Rep. of the Congo,2017,Population density,35.9051
180,Dem. Rep. of the Congo,2017,Surface area (thousand km2),2344.858
180,Dem. Rep. of the Congo,2019,Population mid-year estimates (millions),86.7906
180,Dem. Rep. of the Congo,2019,Population mid-year estimates for males (millions),43.3191
180,Dem. Rep. of the Congo,2019,Population mid-year estimates for females (millions),43.4715
180,Dem. Rep. of the Congo,2019,Sex ratio (males per 100 females),99.6495
180,Dem. Rep. of the Congo,2019,Population aged 0 to 14 years old (percentage),46.0014
180,Dem. Rep. of the Congo,2019,Population aged 60+ years old (percentage),4.6655
180,Dem. Rep. of the Congo,2019,Population density,38.2835
208,Denmark,2005,Population mid-year estimates (millions),5.4217
208,Denmark,2005,Population mid-year estimates for males (millions),2.6853
208,Denmark,2005,Population mid-year estimates for females (millions),2.7364
208,Denmark,2005,Sex ratio (males per 100 females),98.1345
208,Denmark,2005,Population aged 0 to 14 years old (percentage),18.728
208,Denmark,2005,Population aged 60+ years old (percentage),21.2449
208,Denmark,2005,Population density,127.7799
208,Denmark,2010,Population mid-year estimates (millions),5.5548
208,Denmark,2010,Population mid-year estimates for males (millions),2.7563
208,Denmark,2010,Population mid-year estimates for females (millions),2.7986
208,Denmark,2010,Sex ratio (males per 100 females),98.4891
208,Denmark,2010,Population aged 0 to 14 years old (percentage),17.9497
208,Denmark,2010,Population aged 60+ years old (percentage),23.3089
208,Denmark,2010,Population density,130.9178
208,Denmark,2017,Population mid-year estimates (millions),5.7323
208,Denmark,2017,Population mid-year estimates for males (millions),2.8508
208,Denmark,2017,Population mid-year estimates for females (millions),2.8815
208,Denmark,2017,Sex ratio (males per 100 females),98.932
208,Denmark,2017,Population aged 0 to 14 years old (percentage),16.4917
208,Denmark,2017,Population aged 60+ years old (percentage),25.2828
208,Denmark,2017,Population density,135.0996
208,Denmark,2017,Surface area (thousand km2),42.921
208,Denmark,2019,Population mid-year estimates (millions),5.7719
208,Denmark,2019,Population mid-year estimates for males (millions),2.8697
208,Denmark,2019,Population mid-year estimates for females (millions),2.9022
208,Denmark,2019,Sex ratio (males per 100 females),98.879
208,Denmark,2019,Population aged 0 to 14 years old (percentage),16.401
208,Denmark,2019,Population aged 60+ years old (percentage),25.8219
208,Denmark,2019,Population density,136.0329
262,Djibouti,2005,Population mid-year estimates (millions),0.7833
262,Djibouti,2005,Population mid-year estimates for males (millions),0.3936
262,Djibouti,2005,Population mid-year estimates for females (millions),0.3896
262,Djibouti,2005,Sex ratio (males per 100 females),101.0277
262,Djibouti,2005,Population aged 0 to 14 years old (percentage),37.8751
262,Djibouti,2005,Population aged 60+ years old (percentage),5.2118
262,Djibouti,2005,Population density,33.7901
262,Djibouti,2010,Population mid-year estimates (millions),0.8402
262,Djibouti,2010,Population mid-year estimates for males (millions),0.4471
262,Djibouti,2010,Population mid-year estimates for females (millions),0.3931
262,Djibouti,2010,Sex ratio (males per 100 females),113.7343
262,Djibouti,2010,Population aged 0 to 14 years old (percentage),32.5639
262,Djibouti,2010,Population aged 60+ years old (percentage),6.0636
262,Djibouti,2010,Population density,36.2467
262,Djibouti,2017,Population mid-year estimates (millions),0.9441
262,Djibouti,2017,Population mid-year estimates for males (millions),0.4974
262,Djibouti,2017,Population mid-year estimates for females (millions),0.4467
262,Djibouti,2017,Sex ratio (males per 100 females),111.3485
262,Djibouti,2017,Population aged 0 to 14 years old (percentage),29.982
262,Djibouti,2017,Population aged 60+ years old (percentage),6.79
262,Djibouti,2017,Population density,40.729
262,Djibouti,2017,Surface area (thousand km2),23.2
262,Djibouti,2019,Population mid-year estimates (millions),0.9736
262,Djibouti,2019,Population mid-year estimates for males (millions),0.5119
262,Djibouti,2019,Population mid-year estimates for females (millions),0.4616
262,Djibouti,2019,Sex ratio (males per 100 females),110.9047
262,Djibouti,2019,Population aged 0 to 14 years old (percentage),29.205
262,Djibouti,2019,Population aged 60+ years old (percentage),7.1616
262,Djibouti,2019,Population density,42
212,Dominica,2001,Population mid-year estimates (millions),0.0697
212,Dominica,2001,Sex ratio (males per 100 females),101.5079
212,Dominica,2001,Population aged 0 to 14 years old (percentage),29.0284
212,Dominica,2001,Population aged 60+ years old (percentage),13.2093
212,Dominica,2001,Population density,92.8933
212,Dominica,2005,Population mid-year estimates (millions),0.0706
212,Dominica,2005,Sex ratio (males per 100 females),101.3583
212,Dominica,2005,Population density,94.1693
212,Dominica,2006,Population mid-year estimates (millions),0.0708
212,Dominica,2006,Sex ratio (males per 100 females),103.709
212,Dominica,2006,Population aged 0 to 14 years old (percentage),29.469
212,Dominica,2006,Population aged 60+ years old (percentage),13.3198
212,Dominica,2006,Population density,94.4093
212,Dominica,2010,Population mid-year estimates (millions),0.0714
212,Dominica,2010,Sex ratio (males per 100 females),101.3608
212,Dominica,2010,Population density,95.2533
212,Dominica,2014,Population mid-year estimates (millions),0.0728
212,Dominica,2014,Sex ratio (males per 100 females),103.0439
212,Dominica,2014,Population density,97.0373
212,Dominica,2014,Surface area (thousand km2),0.75
212,Dominica,2017,Population mid-year estimates (millions),0.0739
212,Dominica,2017,Population density,98.5667
212,Dominica,2017,Surface area (thousand km2),0.75
212,Dominica,2019,Population mid-year estimates (millions),0.0718
212,Dominica,2019,Population density,95.744
214,Dominican Republic,2005,Population mid-year estimates (millions),9.0973
214,Dominican Republic,2005,Population mid-year estimates for males (millions),4.5757
214,Dominican Republic,2005,Population mid-year estimates for females (millions),4.5216
214,Dominican Republic,2005,Sex ratio (males per 100 females),101.1959
214,Dominican Republic,2005,Population aged 0 to 14 years old (percentage),32.9562
214,Dominican Republic,2005,Population aged 60+ years old (percentage),7.7312
214,Dominican Republic,2005,Population density,188.271
214,Dominican Republic,2010,Population mid-year estimates (millions),9.6951
214,Dominican Republic,2010,Population mid-year estimates for males (millions),4.8659
214,Dominican Republic,2010,Population mid-year estimates for females (millions),4.8292
214,Dominican Republic,2010,Sex ratio (males per 100 females),100.7606
214,Dominican Republic,2010,Population aged 0 to 14 years old (percentage),30.6104
214,Dominican Republic,2010,Population aged 60+ years old (percentage),8.5013
214,Dominican Republic,2010,Population density,200.6441
214,Dominican Republic,2017,Population mid-year estimates (millions),10.5131
214,Dominican Republic,2017,Population mid-year estimates for males (millions),5.2582
214,Dominican Republic,2017,Population mid-year estimates for females (millions),5.2549
214,Dominican Republic,2017,Sex ratio (males per 100 females),100.0616
214,Dominican Republic,2017,Population aged 0 to 14 years old (percentage),28.2506
214,Dominican Republic,2017,Population aged 60+ years old (percentage),10.1888
214,Dominican Republic,2017,Population density,217.5725
214,Dominican Republic,2017,Surface area (thousand km2),48.671
214,Dominican Republic,2019,Population mid-year estimates (millions),10.739
214,Dominican Republic,2019,Population mid-year estimates for males (millions),5.3662
214,Dominican Republic,2019,Population mid-year estimates for females (millions),5.3728
214,Dominican Republic,2019,Sex ratio (males per 100 females),99.8779
214,Dominican Republic,2019,Population aged 0 to 14 years old (percentage),27.7087
214,Dominican Republic,2019,Population aged 60+ years old (percentage),10.7919
214,Dominican Republic,2019,Population density,222.2466
218,Ecuador,2005,Population mid-year estimates (millions),13.8258
218,Ecuador,2005,Population mid-year estimates for males (millions),6.9337
218,Ecuador,2005,Population mid-year estimates for females (millions),6.8922
218,Ecuador,2005,Sex ratio (males per 100 females),100.6024
218,Ecuador,2005,Population aged 0 to 14 years old (percentage),33.1345
218,Ecuador,2005,Population aged 60+ years old (percentage),7.8324
218,Ecuador,2005,Population density,55.6686
218,Ecuador,2010,Population mid-year estimates (millions),15.0111
218,Ecuador,2010,Population mid-year estimates for males (millions),7.5204
218,Ecuador,2010,Population mid-year estimates for females (millions),7.4908
218,Ecuador,2010,Sex ratio (males per 100 females),100.395
218,Ecuador,2010,Population aged 0 to 14 years old (percentage),31.0373
218,Ecuador,2010,Population aged 60+ years old (percentage),8.558
218,Ecuador,2010,Population density,60.441
218,Ecuador,2017,Population mid-year estimates (millions),16.7854
218,Ecuador,2017,Population mid-year estimates for males (millions),8.399
218,Ecuador,2017,Population mid-year estimates for females (millions),8.3863
218,Ecuador,2017,Sex ratio (males per 100 females),100.1517
218,Ecuador,2017,Population aged 0 to 14 years old (percentage),28.3616
218,Ecuador,2017,Population aged 60+ years old (percentage),10.2459
218,Ecuador,2017,Population density,67.5848
218,Ecuador,2017,Surface area (thousand km2),257.217
218,Ecuador,2019,Population mid-year estimates (millions),17.3737
218,Ecuador,2019,Population mid-year estimates for males (millions),8.6905
218,Ecuador,2019,Population mid-year estimates for females (millions),8.6832
218,Ecuador,2019,Sex ratio (males per 100 females),100.0843
218,Ecuador,2019,Population aged 0 to 14 years old (percentage),27.707
218,Ecuador,2019,Population aged 60+ years old (percentage),10.7376
218,Ecuador,2019,Population density,69.9535
818,Egypt,2005,Population mid-year estimates (millions),75.5236
818,Egypt,2005,Population mid-year estimates for males (millions),38.0976
818,Egypt,2005,Population mid-year estimates for females (millions),37.426
818,Egypt,2005,Sex ratio (males per 100 females),101.7947
818,Egypt,2005,Population aged 0 to 14 years old (percentage),33.8447
818,Egypt,2005,Population aged 60+ years old (percentage),7.0926
818,Egypt,2005,Population density,75.8688
818,Egypt,2010,Population mid-year estimates (millions),82.7612
818,Egypt,2010,Population mid-year estimates for males (millions),41.8062
818,Egypt,2010,Population mid-year estimates for females (millions),40.955
818,Egypt,2010,Sex ratio (males per 100 females),102.0784
818,Egypt,2010,Population aged 0 to 14 years old (percentage),32.5562
818,Egypt,2010,Population aged 60+ years old (percentage),7.5648
818,Egypt,2010,Population density,83.1395
818,Egypt,2017,Population mid-year estimates (millions),96.4426
818,Egypt,2017,Population mid-year estimates for males (millions),48.7358
818,Egypt,2017,Population mid-year estimates for females (millions),47.7068
818,Egypt,2017,Sex ratio (males per 100 females),102.1568
818,Egypt,2017,Population aged 0 to 14 years old (percentage),33.7755
818,Egypt,2017,Population aged 60+ years old (percentage),7.8905
818,Egypt,2017,Population density,96.8834
818,Egypt,2017,Surface area (thousand km2),1002
818,Egypt,2019,Population mid-year estimates (millions),100.3881
818,Egypt,2019,Population mid-year estimates for males (millions),50.7226
818,Egypt,2019,Population mid-year estimates for females (millions),49.6655
818,Egypt,2019,Sex ratio (males per 100 females),102.1285
818,Egypt,2019,Population aged 0 to 14 years old (percentage),33.8348
